key_0,actual,predicted,age,income,membership_duration,difficulty,duration,reward,web,email,social,mobile,gender = _F,gender = _M,gender = _O
139592,2,2,75,67000.0,220,7,7,3,1,1,1,1,1,0,0
54430,1,1,66,51000.0,1727,0,3,0,0,1,1,1,0,1,0
22046,1,1,39,69000.0,174,0,4,0,1,1,0,1,0,1,0
93417,1,3,43,56000.0,588,0,4,0,1,1,0,1,0,1,0
3252,1,1,83,61000.0,189,0,3,0,0,1,1,1,0,1,0
12021,3,3,57,83000.0,843,0,3,0,0,1,1,1,0,1,0
60806,1,3,65,72000.0,418,0,3,0,0,1,1,1,1,0,0
41444,0,0,42,33000.0,564,10,5,10,1,1,1,1,1,0,0
146413,2,2,49,75000.0,114,10,10,2,1,1,1,1,1,0,0
93224,1,3,67,30000.0,1069,0,3,0,0,1,1,1,0,1,0
120232,3,3,38,51000.0,782,0,4,0,1,1,0,1,1,0,0
429,2,2,36,56000.0,210,7,7,3,1,1,1,1,0,1,0
1857,1,1,63,36000.0,362,0,4,0,1,1,0,1,0,1,0
19792,1,1,31,52000.0,319,0,4,0,1,1,0,1,0,1,0
139591,3,3,75,67000.0,220,0,3,0,0,1,1,1,1,0,0
78279,1,1,51,108000.0,815,0,3,0,0,1,1,1,1,0,0
105933,3,3,68,59000.0,975,0,4,0,1,1,0,1,1,0,0
96795,1,1,69,31000.0,597,0,3,0,0,1,1,1,0,1,0
104260,1,1,54,53000.0,467,0,3,0,0,1,1,1,1,0,0
124357,3,3,56,81000.0,789,0,3,0,0,1,1,1,1,0,0
107826,3,1,71,73000.0,219,0,3,0,0,1,1,1,1,0,0
58909,3,3,55,85000.0,500,0,3,0,0,1,1,1,0,1,0
12769,3,1,38,59000.0,1754,0,3,0,0,1,1,1,1,0,0
60737,1,1,52,38000.0,850,0,4,0,1,1,0,1,0,1,0
143083,1,3,31,55000.0,723,0,4,0,1,1,0,1,0,1,0
99907,0,0,36,45000.0,341,5,5,5,1,1,1,1,0,1,0
32778,1,1,75,36000.0,332,0,3,0,0,1,1,1,0,1,0
16174,1,1,37,39000.0,1601,0,4,0,1,1,0,1,0,1,0
126619,1,1,75,68000.0,365,0,3,0,0,1,1,1,0,1,0
128410,1,0,55,80000.0,190,5,7,5,1,1,0,1,0,1,0
87474,3,1,69,61000.0,745,0,3,0,0,1,1,1,0,1,0
42744,3,3,90,66000.0,270,0,3,0,0,1,1,1,1,0,0
55501,1,1,73,83000.0,908,0,4,0,1,1,0,1,1,0,0
103636,2,2,57,56000.0,890,10,10,2,1,1,1,1,1,0,0
58737,1,1,33,55000.0,1278,0,4,0,1,1,0,1,0,1,0
4895,1,3,71,95000.0,841,0,3,0,0,1,1,1,0,1,0
147802,1,3,50,54000.0,180,0,3,0,0,1,1,1,0,1,0
68421,3,3,69,43000.0,889,0,3,0,0,1,1,1,0,1,0
92859,3,1,62,66000.0,60,0,3,0,0,1,1,1,0,1,0
125036,1,3,50,30000.0,554,0,3,0,0,1,1,1,0,1,0
34314,1,1,39,55000.0,1350,0,3,0,0,1,1,1,1,0,0
134521,1,1,58,72000.0,896,0,3,0,0,1,1,1,1,0,0
127301,3,1,47,68000.0,662,0,3,0,0,1,1,1,1,0,0
43870,3,1,39,42000.0,416,0,3,0,0,1,1,1,0,1,0
129563,0,0,21,36000.0,803,5,7,5,1,1,0,1,1,0,0
82957,3,3,69,61000.0,1021,0,3,0,0,1,1,1,1,0,0
112215,3,1,71,74000.0,226,0,4,0,1,1,0,1,0,1,0
21099,3,1,40,82000.0,525,0,3,0,0,1,1,1,0,1,0
88113,1,1,38,36000.0,103,0,4,0,1,1,0,1,0,1,0
117931,3,3,69,88000.0,795,0,3,0,0,1,1,1,0,1,0
91141,3,3,57,43000.0,214,0,4,0,1,1,0,1,1,0,0
73009,1,1,58,72000.0,611,20,10,5,1,1,0,0,1,0,0
19096,2,2,20,39000.0,173,7,7,3,1,1,1,1,0,1,0
32442,1,3,66,65000.0,168,0,3,0,0,1,1,1,0,1,0
56314,0,0,75,85000.0,758,10,7,10,0,1,1,1,0,1,0
137387,1,3,23,55000.0,416,0,3,0,0,1,1,1,0,1,0
42125,1,3,65,65000.0,607,0,3,0,0,1,1,1,1,0,0
49008,2,2,69,64000.0,475,10,7,2,1,1,0,1,1,0,0
76264,3,3,35,35000.0,1369,0,3,0,0,1,1,1,0,1,0
97591,1,1,67,89000.0,392,0,3,0,0,1,1,1,1,0,0
132345,1,1,77,37000.0,566,0,3,0,0,1,1,1,1,0,0
9656,3,3,38,60000.0,351,0,4,0,1,1,0,1,1,0,0
37097,1,3,32,51000.0,244,0,4,0,1,1,0,1,1,0,0
47750,0,0,43,78000.0,1066,10,7,10,0,1,1,1,0,0,1
87809,3,1,95,93000.0,820,0,4,0,1,1,0,1,1,0,0
79738,2,2,30,49000.0,1436,7,7,3,1,1,1,1,0,1,0
96005,2,2,93,79000.0,262,10,10,2,1,1,1,1,1,0,0
74801,1,1,28,35000.0,765,0,4,0,1,1,0,1,0,1,0
100008,3,3,24,64000.0,335,0,3,0,0,1,1,1,0,1,0
124451,2,2,23,73000.0,287,10,7,2,1,1,0,1,0,1,0
59575,1,1,89,38000.0,283,0,3,0,0,1,1,1,1,0,0
3246,1,1,83,61000.0,189,0,3,0,0,1,1,1,0,1,0
66223,3,3,64,36000.0,1757,0,3,0,0,1,1,1,0,1,0
71605,1,1,57,79000.0,1025,0,4,0,1,1,0,1,1,0,0
136190,3,3,59,94000.0,906,0,3,0,0,1,1,1,1,0,0
103351,3,3,21,42000.0,1547,0,3,0,0,1,1,1,0,1,0
54974,2,2,75,36000.0,944,7,7,3,1,1,1,1,1,0,0
4520,1,2,60,78000.0,890,20,10,5,1,1,0,0,1,0,0
90685,3,3,46,45000.0,1684,0,3,0,0,1,1,1,0,1,0
80582,3,3,51,64000.0,1075,0,4,0,1,1,0,1,0,1,0
31687,3,1,65,39000.0,1601,0,3,0,0,1,1,1,1,0,0
137887,1,1,84,87000.0,962,0,3,0,0,1,1,1,1,0,0
125297,3,3,76,84000.0,1008,0,4,0,1,1,0,1,0,1,0
84604,3,3,53,77000.0,310,0,3,0,0,1,1,1,1,0,0
56082,1,3,22,51000.0,980,0,3,0,0,1,1,1,1,0,0
79803,1,3,68,39000.0,778,0,3,0,0,1,1,1,0,1,0
34503,1,1,59,51000.0,80,0,3,0,0,1,1,1,0,1,0
147318,1,3,61,34000.0,174,0,3,0,0,1,1,1,0,1,0
132633,1,1,62,81000.0,760,0,4,0,1,1,0,1,1,0,0
23956,1,1,89,104000.0,297,0,3,0,0,1,1,1,1,0,0
143503,3,3,48,84000.0,303,0,4,0,1,1,0,1,0,1,0
43942,1,1,80,64000.0,1305,0,3,0,0,1,1,1,1,0,0
30549,3,3,28,32000.0,221,0,4,0,1,1,0,1,1,0,0
84458,3,3,66,68000.0,508,0,4,0,1,1,0,1,0,1,0
12108,3,3,42,74000.0,285,0,3,0,0,1,1,1,0,1,0
98547,3,1,60,57000.0,675,0,3,0,0,1,1,1,0,1,0
40767,3,3,28,34000.0,781,0,3,0,0,1,1,1,1,0,0
125805,2,2,66,46000.0,22,7,7,3,1,1,1,1,0,1,0
54769,1,1,41,51000.0,733,0,3,0,0,1,1,1,1,0,0
48668,1,1,44,34000.0,503,0,4,0,1,1,0,1,1,0,0
92058,3,3,35,30000.0,967,0,4,0,1,1,0,1,0,1,0
8706,1,1,49,115000.0,89,10,7,2,1,1,0,1,1,0,0
138157,1,1,28,37000.0,344,0,4,0,1,1,0,1,1,0,0
93899,3,1,49,70000.0,337,0,3,0,0,1,1,1,0,1,0
48815,1,3,36,70000.0,900,0,3,0,0,1,1,1,1,0,0
66955,3,1,53,76000.0,259,0,3,0,0,1,1,1,0,1,0
111900,1,1,60,52000.0,325,0,4,0,1,1,0,1,0,1,0
96444,2,2,67,43000.0,749,7,7,3,1,1,1,1,0,1,0
5156,1,1,40,50000.0,510,0,4,0,1,1,0,1,0,1,0
27969,3,1,63,105000.0,304,0,3,0,0,1,1,1,0,1,0
38282,0,0,61,65000.0,1657,5,5,5,1,1,1,1,0,1,0
1850,3,1,89,96000.0,789,0,3,0,0,1,1,1,0,1,0
65895,3,3,58,70000.0,289,0,4,0,1,1,0,1,1,0,0
77245,3,3,45,43000.0,816,0,3,0,0,1,1,1,0,1,0
76723,2,1,50,84000.0,19,20,10,5,1,1,0,0,1,0,0
31424,1,1,62,74000.0,1159,0,3,0,0,1,1,1,0,1,0
32671,3,1,22,33000.0,896,0,3,0,0,1,1,1,0,1,0
119528,1,1,55,83000.0,939,0,4,0,1,1,0,1,0,1,0
50198,1,1,66,71000.0,414,0,3,0,0,1,1,1,0,1,0
14999,1,3,70,50000.0,224,0,3,0,0,1,1,1,0,1,0
95149,1,1,57,49000.0,432,0,4,0,1,1,0,1,1,0,0
39327,0,0,54,83000.0,295,5,7,5,1,1,0,1,0,1,0
132929,1,1,60,36000.0,62,0,4,0,1,1,0,1,1,0,0
117718,3,3,42,75000.0,734,0,4,0,1,1,0,1,0,1,0
78393,1,2,60,79000.0,675,20,10,5,1,1,0,0,0,1,0
83349,1,1,50,63000.0,245,0,3,0,0,1,1,1,1,0,0
116601,1,1,52,86000.0,921,0,3,0,0,1,1,1,1,0,0
53267,3,3,21,32000.0,510,0,3,0,0,1,1,1,0,1,0
77554,1,1,61,60000.0,538,0,4,0,1,1,0,1,1,0,0
126193,1,1,64,86000.0,1312,0,4,0,1,1,0,1,0,1,0
138210,3,3,52,110000.0,387,0,3,0,0,1,1,1,1,0,0
106135,3,3,39,61000.0,890,0,4,0,1,1,0,1,0,1,0
26985,3,3,48,72000.0,134,0,3,0,0,1,1,1,1,0,0
71305,3,3,37,64000.0,1244,0,4,0,1,1,0,1,0,1,0
33213,1,1,18,67000.0,289,0,4,0,1,1,0,1,0,1,0
72397,3,1,67,57000.0,292,0,4,0,1,1,0,1,1,0,0
17230,3,3,66,32000.0,166,0,3,0,0,1,1,1,1,0,0
143695,3,3,67,62000.0,233,0,4,0,1,1,0,1,1,0,0
41653,3,3,44,64000.0,382,0,4,0,1,1,0,1,0,1,0
25007,2,2,55,41000.0,603,10,10,2,1,1,1,1,0,1,0
7146,1,1,23,63000.0,329,5,7,5,1,1,0,1,0,1,0
55380,1,1,51,105000.0,911,0,4,0,1,1,0,1,1,0,0
54574,3,3,32,45000.0,868,0,3,0,0,1,1,1,0,1,0
143074,1,3,31,55000.0,723,0,4,0,1,1,0,1,0,1,0
67893,3,1,18,52000.0,43,0,3,0,0,1,1,1,0,1,0
122996,3,3,52,87000.0,76,0,3,0,0,1,1,1,0,1,0
17473,3,1,76,60000.0,169,0,4,0,1,1,0,1,0,0,1
15169,1,1,22,68000.0,981,0,4,0,1,1,0,1,0,1,0
28167,1,1,31,51000.0,41,0,4,0,1,1,0,1,0,1,0
133336,3,3,51,34000.0,6,0,3,0,0,1,1,1,1,0,0
143483,0,0,63,111000.0,35,5,5,5,1,1,1,1,1,0,0
10444,0,0,40,41000.0,758,10,5,10,1,1,1,1,1,0,0
29516,1,1,39,50000.0,1794,0,3,0,0,1,1,1,0,1,0
88102,1,1,80,82000.0,440,0,3,0,0,1,1,1,1,0,0
42048,1,3,80,58000.0,245,0,3,0,0,1,1,1,1,0,0
82287,3,1,34,56000.0,307,0,4,0,1,1,0,1,1,0,0
16191,2,2,43,56000.0,1057,7,7,3,1,1,1,1,0,1,0
762,1,1,73,51000.0,116,0,3,0,0,1,1,1,0,1,0
109283,3,3,29,41000.0,326,0,3,0,0,1,1,1,0,1,0
147075,2,2,54,77000.0,188,10,7,2,1,1,0,1,1,0,0
141577,3,3,39,32000.0,817,0,3,0,0,1,1,1,0,1,0
89575,0,0,81,74000.0,148,5,5,5,1,1,1,1,0,1,0
42206,1,1,73,45000.0,1715,0,4,0,1,1,0,1,0,1,0
93099,3,3,52,67000.0,1083,0,4,0,1,1,0,1,0,1,0
111067,3,3,39,37000.0,75,0,3,0,0,1,1,1,1,0,0
41090,3,3,43,39000.0,181,0,3,0,0,1,1,1,1,0,0
5641,3,3,59,51000.0,802,0,4,0,1,1,0,1,1,0,0
92984,3,1,49,61000.0,1213,0,3,0,0,1,1,1,0,1,0
40226,1,1,50,58000.0,1654,0,3,0,0,1,1,1,0,1,0
136775,1,1,34,38000.0,41,0,4,0,1,1,0,1,1,0,0
135894,1,1,37,43000.0,325,0,3,0,0,1,1,1,0,1,0
20497,3,3,34,65000.0,447,0,3,0,0,1,1,1,0,1,0
35292,1,1,18,56000.0,1813,0,3,0,0,1,1,1,0,1,0
100363,3,3,30,70000.0,40,0,4,0,1,1,0,1,0,1,0
103459,3,3,29,54000.0,255,0,3,0,0,1,1,1,0,1,0
60912,3,3,42,65000.0,43,0,3,0,0,1,1,1,0,1,0
19994,2,2,72,73000.0,630,10,10,2,1,1,1,1,0,1,0
8913,1,1,69,84000.0,638,0,3,0,0,1,1,1,1,0,0
99645,2,2,29,74000.0,216,7,7,3,1,1,1,1,1,0,0
53986,0,0,49,36000.0,336,10,7,10,0,1,1,1,0,1,0
37880,3,3,50,88000.0,1643,0,3,0,0,1,1,1,0,1,0
91954,1,1,27,62000.0,1244,0,4,0,1,1,0,1,0,1,0
127464,2,2,69,47000.0,745,10,10,2,1,1,1,1,0,1,0
126611,3,3,44,54000.0,838,0,4,0,1,1,0,1,1,0,0
6519,1,1,71,67000.0,1013,0,4,0,1,1,0,1,1,0,0
23781,2,2,54,79000.0,967,10,10,2,1,1,1,1,1,0,0
22171,1,3,62,35000.0,1752,0,3,0,0,1,1,1,0,1,0
148527,2,2,39,54000.0,673,20,10,5,1,1,0,0,1,0,0
118143,1,1,69,95000.0,572,0,3,0,0,1,1,1,0,1,0
59948,3,3,75,54000.0,739,0,3,0,0,1,1,1,0,1,0
87291,3,1,41,44000.0,60,0,3,0,0,1,1,1,0,1,0
14541,0,0,28,75000.0,515,10,7,10,0,1,1,1,0,1,0
74012,1,1,61,76000.0,848,0,4,0,1,1,0,1,1,0,0
10540,1,1,58,81000.0,270,0,3,0,0,1,1,1,1,0,0
15287,1,1,68,86000.0,788,0,3,0,0,1,1,1,1,0,0
139001,3,3,46,33000.0,212,0,3,0,0,1,1,1,1,0,0
76823,0,0,45,67000.0,613,5,5,5,1,1,1,1,0,1,0
11867,3,3,52,73000.0,269,0,3,0,0,1,1,1,0,1,0
104602,1,1,31,38000.0,995,0,3,0,0,1,1,1,1,0,0
132180,3,3,53,61000.0,213,0,3,0,0,1,1,1,0,1,0
109061,1,1,70,76000.0,186,0,3,0,0,1,1,1,0,1,0
28089,1,1,66,31000.0,720,0,4,0,1,1,0,1,0,1,0
90153,1,1,68,113000.0,1012,20,10,5,1,1,0,0,1,0,0
35866,1,2,82,90000.0,846,10,7,2,1,1,0,1,1,0,0
141660,1,1,55,74000.0,331,0,3,0,0,1,1,1,1,0,0
24480,1,1,78,58000.0,778,0,4,0,1,1,0,1,1,0,0
46821,1,1,64,87000.0,850,0,4,0,1,1,0,1,1,0,0
110582,3,1,50,93000.0,61,0,3,0,0,1,1,1,1,0,0
146917,3,1,32,40000.0,1295,0,3,0,0,1,1,1,0,1,0
75805,3,1,37,41000.0,263,0,3,0,0,1,1,1,0,1,0
50972,1,3,54,61000.0,750,0,3,0,0,1,1,1,1,0,0
26427,1,1,39,48000.0,71,0,4,0,1,1,0,1,0,1,0
146589,1,1,19,43000.0,1557,0,4,0,1,1,0,1,0,1,0
35097,3,3,66,113000.0,732,0,3,0,0,1,1,1,1,0,0
94883,2,2,79,76000.0,293,10,7,2,1,1,0,1,0,1,0
86438,0,0,58,84000.0,1041,5,5,5,1,1,1,1,0,1,0
40565,1,1,61,53000.0,728,0,4,0,1,1,0,1,0,1,0
49068,1,1,59,98000.0,598,20,10,5,1,1,0,0,1,0,0
41105,3,3,30,69000.0,122,0,3,0,0,1,1,1,1,0,0
109693,3,3,42,84000.0,757,0,4,0,1,1,0,1,0,1,0
2093,3,3,34,34000.0,549,0,3,0,0,1,1,1,0,1,0
100660,3,3,42,94000.0,435,0,4,0,1,1,0,1,1,0,0
22191,2,2,48,60000.0,194,7,7,3,1,1,1,1,0,1,0
2278,1,3,43,76000.0,354,0,4,0,1,1,0,1,0,1,0
23142,2,2,44,66000.0,835,7,7,3,1,1,1,1,0,1,0
29349,2,2,78,81000.0,1816,10,10,2,1,1,1,1,1,0,0
123563,3,3,79,78000.0,837,0,3,0,0,1,1,1,1,0,0
89834,1,1,35,68000.0,221,0,4,0,1,1,0,1,0,1,0
114057,1,1,22,53000.0,480,0,4,0,1,1,0,1,1,0,0
42892,1,1,23,31000.0,977,0,4,0,1,1,0,1,1,0,0
65728,3,3,52,46000.0,58,0,4,0,1,1,0,1,0,1,0
45843,2,2,48,60000.0,899,7,7,3,1,1,1,1,0,1,0
113221,3,3,91,59000.0,457,0,3,0,0,1,1,1,0,1,0
62839,2,2,66,109000.0,955,10,10,2,1,1,1,1,1,0,0
68487,1,0,69,97000.0,956,10,7,10,0,1,1,1,0,1,0
133213,1,1,31,58000.0,1493,0,4,0,1,1,0,1,0,1,0
87454,0,0,52,79000.0,987,5,5,5,1,1,1,1,0,1,0
146067,1,1,70,74000.0,307,0,4,0,1,1,0,1,1,0,0
93838,1,1,36,36000.0,224,0,4,0,1,1,0,1,0,1,0
123719,1,1,21,70000.0,1696,0,4,0,1,1,0,1,0,1,0
22305,1,1,62,72000.0,1282,0,3,0,0,1,1,1,0,1,0
44548,0,0,55,33000.0,205,10,5,10,1,1,1,1,1,0,0
88917,3,3,51,55000.0,875,0,4,0,1,1,0,1,0,1,0
94379,3,3,60,68000.0,600,0,3,0,0,1,1,1,0,1,0
49476,0,0,43,57000.0,1088,10,7,10,0,1,1,1,1,0,0
54584,1,3,32,45000.0,868,0,4,0,1,1,0,1,0,1,0
105339,0,1,64,112000.0,189,5,7,5,1,1,0,1,1,0,0
18795,1,1,70,87000.0,208,0,4,0,1,1,0,1,0,1,0
50467,2,2,83,112000.0,814,7,7,3,1,1,1,1,0,1,0
120523,1,1,63,84000.0,1028,0,3,0,0,1,1,1,0,1,0
11768,3,3,64,76000.0,235,0,3,0,0,1,1,1,1,0,0
34983,3,3,55,39000.0,1475,0,3,0,0,1,1,1,0,1,0
18438,1,3,71,52000.0,371,0,3,0,0,1,1,1,0,1,0
115724,3,1,38,31000.0,190,0,4,0,1,1,0,1,0,1,0
7002,3,3,66,70000.0,390,0,4,0,1,1,0,1,0,1,0
57265,1,1,26,53000.0,247,0,4,0,1,1,0,1,0,1,0
42117,1,0,65,75000.0,893,5,7,5,1,1,0,1,1,0,0
89163,1,1,44,32000.0,326,0,4,0,1,1,0,1,0,1,0
70410,1,1,34,66000.0,1237,0,4,0,1,1,0,1,0,1,0
2888,1,3,69,47000.0,1546,0,3,0,0,1,1,1,0,1,0
36131,2,2,54,65000.0,1031,10,10,2,1,1,1,1,0,1,0
44656,0,0,42,45000.0,326,5,5,5,1,1,1,1,1,0,0
139253,1,1,54,51000.0,473,0,4,0,1,1,0,1,0,1,0
111021,3,3,23,39000.0,1612,0,4,0,1,1,0,1,0,1,0
112478,0,0,33,40000.0,358,10,5,10,1,1,1,1,1,0,0
29453,1,1,45,46000.0,686,0,4,0,1,1,0,1,0,1,0
13805,1,1,88,67000.0,356,0,3,0,0,1,1,1,0,1,0
144596,1,1,62,66000.0,376,0,4,0,1,1,0,1,1,0,0
6859,1,1,82,78000.0,1016,20,10,5,1,1,0,0,0,1,0
145027,1,1,78,82000.0,967,0,4,0,1,1,0,1,0,1,0
85392,1,1,29,59000.0,1774,0,3,0,0,1,1,1,0,1,0
112797,3,1,53,71000.0,495,0,4,0,1,1,0,1,1,0,0
122074,1,1,22,55000.0,1091,0,4,0,1,1,0,1,1,0,0
122751,3,1,57,76000.0,277,0,4,0,1,1,0,1,1,0,0
100659,3,3,42,94000.0,435,0,3,0,0,1,1,1,1,0,0
121573,2,1,68,46000.0,290,20,10,5,1,1,0,0,0,1,0
89675,1,1,86,46000.0,859,0,4,0,1,1,0,1,0,1,0
32448,3,3,66,65000.0,168,0,3,0,0,1,1,1,0,1,0
53021,1,1,47,41000.0,271,0,4,0,1,1,0,1,0,1,0
67116,3,3,58,69000.0,1660,0,4,0,1,1,0,1,0,1,0
134545,1,3,52,47000.0,341,0,3,0,0,1,1,1,0,1,0
136708,2,2,63,63000.0,181,10,7,2,1,1,0,1,1,0,0
89885,3,3,65,92000.0,1129,0,4,0,1,1,0,1,0,1,0
97701,1,3,47,68000.0,1449,0,3,0,0,1,1,1,1,0,0
126966,1,1,55,99000.0,462,0,4,0,1,1,0,1,1,0,0
19025,3,3,60,54000.0,1036,0,4,0,1,1,0,1,0,1,0
30403,1,1,21,58000.0,145,0,4,0,1,1,0,1,0,1,0
16227,1,1,85,85000.0,742,0,3,0,0,1,1,1,0,1,0
138857,1,3,42,43000.0,309,0,4,0,1,1,0,1,0,1,0
76681,1,3,21,68000.0,308,0,3,0,0,1,1,1,0,1,0
129340,1,1,44,36000.0,190,0,4,0,1,1,0,1,0,1,0
139180,3,3,75,82000.0,1074,0,4,0,1,1,0,1,0,1,0
109706,3,3,42,84000.0,757,0,4,0,1,1,0,1,0,1,0
118791,3,1,49,55000.0,383,0,3,0,0,1,1,1,0,1,0
76964,3,3,70,64000.0,205,0,4,0,1,1,0,1,0,1,0
5894,1,0,61,68000.0,152,10,7,10,0,1,1,1,0,1,0
56132,0,0,75,86000.0,345,10,5,10,1,1,1,1,1,0,0
78986,1,1,76,54000.0,359,0,3,0,0,1,1,1,0,1,0
106549,1,1,37,49000.0,1240,0,4,0,1,1,0,1,0,1,0
130043,1,1,71,32000.0,732,0,3,0,0,1,1,1,1,0,0
43054,3,3,63,34000.0,894,0,3,0,0,1,1,1,1,0,0
44752,1,1,59,55000.0,115,0,4,0,1,1,0,1,1,0,0
14250,2,2,22,65000.0,776,7,7,3,1,1,1,1,1,0,0
81232,2,2,69,105000.0,297,7,7,3,1,1,1,1,1,0,0
5123,1,2,80,87000.0,365,10,7,2,1,1,0,1,1,0,0
85770,3,1,84,66000.0,1181,0,4,0,1,1,0,1,0,1,0
28233,3,3,67,89000.0,37,0,4,0,1,1,0,1,0,1,0
17170,1,1,74,35000.0,1353,0,4,0,1,1,0,1,0,1,0
34728,1,1,51,74000.0,767,0,4,0,1,1,0,1,1,0,0
54775,3,1,41,51000.0,733,0,3,0,0,1,1,1,1,0,0
73082,3,3,68,77000.0,897,0,3,0,0,1,1,1,0,1,0
77853,1,1,49,73000.0,301,0,3,0,0,1,1,1,1,0,0
48636,0,0,57,58000.0,1037,5,7,5,1,1,0,1,0,1,0
102841,3,1,55,118000.0,137,0,3,0,0,1,1,1,0,1,0
77474,1,1,62,103000.0,590,0,4,0,1,1,0,1,0,1,0
85491,3,3,52,73000.0,501,0,4,0,1,1,0,1,1,0,0
9122,3,3,49,54000.0,211,0,4,0,1,1,0,1,1,0,0
82236,3,1,61,77000.0,510,0,3,0,0,1,1,1,0,1,0
41556,3,3,65,52000.0,344,0,3,0,0,1,1,1,1,0,0
7846,1,1,25,56000.0,1062,0,4,0,1,1,0,1,0,1,0
52603,1,3,71,40000.0,930,0,3,0,0,1,1,1,1,0,0
108918,1,1,48,85000.0,906,0,4,0,1,1,0,1,1,0,0
147510,3,1,26,49000.0,1706,0,3,0,0,1,1,1,0,1,0
14852,1,1,36,61000.0,609,0,4,0,1,1,0,1,0,1,0
146134,3,1,57,92000.0,742,0,3,0,0,1,1,1,1,0,0
100355,3,3,30,70000.0,40,0,4,0,1,1,0,1,0,1,0
131017,0,0,85,65000.0,630,10,5,10,1,1,1,1,0,0,1
12578,2,2,82,115000.0,233,10,10,2,1,1,1,1,0,1,0
15829,1,1,81,60000.0,547,0,4,0,1,1,0,1,0,1,0
133570,1,3,40,52000.0,541,0,3,0,0,1,1,1,0,1,0
12767,3,1,38,59000.0,1754,0,3,0,0,1,1,1,1,0,0
52376,2,2,60,84000.0,307,7,7,3,1,1,1,1,0,1,0
79592,1,3,18,54000.0,236,0,3,0,0,1,1,1,0,1,0
53710,3,3,80,37000.0,518,0,3,0,0,1,1,1,1,0,0
20872,3,3,27,44000.0,353,0,4,0,1,1,0,1,0,1,0
15779,1,3,54,30000.0,1201,0,3,0,0,1,1,1,0,1,0
85945,1,3,61,33000.0,725,0,4,0,1,1,0,1,1,0,0
4004,1,2,33,54000.0,627,7,7,3,1,1,1,1,1,0,0
79673,2,2,52,65000.0,221,10,10,2,1,1,1,1,1,0,0
33809,1,1,57,65000.0,1803,0,3,0,0,1,1,1,0,1,0
110192,3,3,69,57000.0,378,0,3,0,0,1,1,1,0,1,0
62347,2,2,51,68000.0,1474,7,7,3,1,1,1,1,0,1,0
69673,3,3,51,101000.0,389,0,4,0,1,1,0,1,0,1,0
4940,3,3,34,46000.0,1035,0,3,0,0,1,1,1,1,0,0
83691,1,1,20,43000.0,936,0,4,0,1,1,0,1,0,1,0
147941,1,1,87,59000.0,1405,0,4,0,1,1,0,1,0,1,0
108074,3,3,69,67000.0,565,0,3,0,0,1,1,1,0,1,0
44651,0,0,42,45000.0,326,10,7,10,0,1,1,1,1,0,0
65383,2,2,55,63000.0,1417,10,10,2,1,1,1,1,1,0,0
135903,1,3,60,62000.0,828,0,4,0,1,1,0,1,1,0,0
32922,3,3,39,71000.0,455,0,4,0,1,1,0,1,0,1,0
45443,1,3,29,43000.0,180,0,3,0,0,1,1,1,1,0,0
48509,1,1,62,56000.0,156,0,4,0,1,1,0,1,0,1,0
38980,1,3,27,40000.0,1089,0,4,0,1,1,0,1,0,1,0
102210,1,1,54,73000.0,289,0,4,0,1,1,0,1,0,1,0
80031,1,3,44,51000.0,397,0,4,0,1,1,0,1,1,0,0
90489,3,3,33,73000.0,318,0,3,0,0,1,1,1,0,1,0
11863,2,2,75,71000.0,291,10,10,2,1,1,1,1,0,1,0
146996,1,1,37,65000.0,304,0,4,0,1,1,0,1,0,1,0
57491,0,0,45,93000.0,92,5,5,5,1,1,1,1,0,1,0
29368,3,3,78,81000.0,1816,0,3,0,0,1,1,1,1,0,0
31808,3,3,54,57000.0,474,0,4,0,1,1,0,1,0,1,0
37029,2,2,67,106000.0,437,10,10,2,1,1,1,1,0,1,0
29917,1,1,45,62000.0,10,0,4,0,1,1,0,1,0,1,0
41753,1,1,53,53000.0,1687,0,4,0,1,1,0,1,0,1,0
98308,1,1,66,63000.0,959,0,4,0,1,1,0,1,0,1,0
33658,1,1,26,72000.0,596,0,4,0,1,1,0,1,1,0,0
94493,1,3,43,74000.0,349,0,3,0,0,1,1,1,1,0,0
22165,2,2,62,35000.0,1752,7,7,3,1,1,1,1,0,1,0
120571,3,1,74,52000.0,356,0,3,0,0,1,1,1,0,1,0
48143,3,3,92,60000.0,1011,0,3,0,0,1,1,1,0,1,0
16115,1,1,46,46000.0,598,0,3,0,0,1,1,1,0,1,0
34023,3,3,61,84000.0,342,0,4,0,1,1,0,1,1,0,0
4667,1,1,57,100000.0,190,0,4,0,1,1,0,1,1,0,0
119482,3,3,70,45000.0,378,0,3,0,0,1,1,1,0,1,0
80536,3,3,67,52000.0,705,0,3,0,0,1,1,1,1,0,0
138211,3,3,52,110000.0,387,0,3,0,0,1,1,1,1,0,0
27760,1,1,22,36000.0,668,0,3,0,0,1,1,1,1,0,0
121407,1,1,57,86000.0,561,0,3,0,0,1,1,1,0,1,0
33082,3,3,83,43000.0,325,0,3,0,0,1,1,1,1,0,0
1383,1,1,42,62000.0,123,0,4,0,1,1,0,1,0,1,0
118050,1,1,49,106000.0,245,0,4,0,1,1,0,1,0,1,0
117574,1,1,45,49000.0,1686,0,4,0,1,1,0,1,0,1,0
71040,0,0,41,77000.0,831,5,5,5,1,1,1,1,1,0,0
148608,3,3,70,39000.0,868,0,4,0,1,1,0,1,1,0,0
