key_0,actual,predicted,age,income,membership_duration,amount_spent,offer,difficulty,duration,reward,web,email,social,mobile,offer_type = _bogo,offer_type = _discount,offer_type = _informational,gender = _F,gender = _M,gender = _O
7781,1.0,1.0,24,52000.0,75,0.53,8,0,3,0,0,1,1,1,0,0,1,0,1,0
16721,0.0,0.0,60,81000.0,320,20.86,4,5,7,5,1,1,0,1,1,0,0,1,0,0
2979,1.0,0.0,70,88000.0,768,25.38,5,20,10,5,1,1,0,0,0,1,0,1,0,0
1332,1.0,1.0,60,93000.0,1819,18.94,10,10,7,2,1,1,0,1,0,1,0,0,1,0
9098,0.0,0.0,30,68000.0,225,3.2,6,7,7,3,1,1,1,1,0,1,0,0,1,0
2349,0.0,0.0,63,75000.0,53,0.31,5,20,10,5,1,1,0,0,0,1,0,1,0,0
16047,0.0,0.0,54,55000.0,191,3.97,4,5,7,5,1,1,0,1,1,0,0,0,1,0
17688,0.0,1.0,84,86000.0,372,576.53,1,10,7,10,0,1,1,1,1,0,0,1,0,0
7766,0.0,0.0,33,70000.0,56,3.71,7,10,10,2,1,1,1,1,0,1,0,0,1,0
1383,1.0,1.0,42,33000.0,68,6.04,8,0,3,0,0,1,1,1,0,0,1,0,1,0
16080,0.0,0.0,75,31000.0,150,3.11,5,20,10,5,1,1,0,0,0,1,0,1,0,0
5743,1.0,1.0,72,81000.0,209,14.14,8,0,3,0,0,1,1,1,0,0,1,1,0,0
16072,0.0,0.0,73,60000.0,142,0.99,1,10,7,10,0,1,1,1,1,0,0,1,0,0
5307,0.0,0.0,84,45000.0,344,3.66,4,5,7,5,1,1,0,1,1,0,0,1,0,0
17740,1.0,1.0,73,79000.0,313,29.53,7,10,10,2,1,1,1,1,0,1,0,1,0,0
19695,0.0,0.0,65,35000.0,310,2.4,9,5,5,5,1,1,1,1,1,0,0,0,1,0
3136,0.0,0.0,47,62000.0,341,3.78,1,10,7,10,0,1,1,1,1,0,0,0,1,0
4158,0.0,0.0,24,57000.0,334,0.21,2,10,5,10,1,1,1,1,1,0,0,0,1,0
9359,0.0,0.0,52,54000.0,212,9.56,7,10,10,2,1,1,1,1,0,1,0,0,1,0
18943,0.0,0.0,60,37000.0,305,2.68,6,7,7,3,1,1,1,1,0,1,0,0,1,0
16316,0.0,0.0,33,41000.0,330,0.79,5,20,10,5,1,1,0,0,0,1,0,0,1,0
15495,0.0,1.0,62,54000.0,358,17.68,6,7,7,3,1,1,1,1,0,1,0,0,1,0
17901,0.0,0.0,63,95000.0,198,25.27,2,10,5,10,1,1,1,1,1,0,0,0,1,0
1988,0.0,1.0,52,66000.0,665,17.48,10,10,7,2,1,1,0,1,0,1,0,1,0,0
3355,0.0,1.0,44,66000.0,835,11.62,10,10,7,2,1,1,0,1,0,1,0,0,1,0
6160,0.0,0.0,70,46000.0,1005,1.52,5,20,10,5,1,1,0,0,0,1,0,0,1,0
3312,1.0,1.0,58,53000.0,912,9.82,8,0,3,0,0,1,1,1,0,0,1,1,0,0
6086,0.0,0.0,78,64000.0,1416,1.1,4,5,7,5,1,1,0,1,1,0,0,0,1,0
1960,0.0,0.0,78,72000.0,271,18.54,5,20,10,5,1,1,0,0,0,1,0,1,0,0
4368,0.0,0.0,25,61000.0,551,5.72,10,10,7,2,1,1,0,1,0,1,0,0,1,0
3198,0.0,0.0,33,35000.0,145,0.88,4,5,7,5,1,1,0,1,1,0,0,0,1,0
1522,0.0,0.0,26,55000.0,166,8.71,7,10,10,2,1,1,1,1,0,1,0,1,0,0
10734,1.0,0.0,57,87000.0,281,35.64,9,5,5,5,1,1,1,1,1,0,0,1,0,0
8201,0.0,0.0,64,48000.0,40,2.34,2,10,5,10,1,1,1,1,1,0,0,0,1,0
792,0.0,1.0,83,114000.0,492,36.12,2,10,5,10,1,1,1,1,1,0,0,1,0,0
15081,1.0,0.0,56,68000.0,87,15.47,6,7,7,3,1,1,1,1,0,1,0,1,0,0
18703,1.0,1.0,80,74000.0,213,27.61,1,10,7,10,0,1,1,1,1,0,0,0,1,0
7160,0.0,0.0,48,45000.0,31,1.65,7,10,10,2,1,1,1,1,0,1,0,0,1,0
11134,1.0,1.0,58,71000.0,1101,17.44,10,10,7,2,1,1,0,1,0,1,0,1,0,0
15989,0.0,1.0,28,38000.0,496,9.94,9,5,5,5,1,1,1,1,1,0,0,0,1,0
3914,0.0,0.0,68,71000.0,267,0.5,7,10,10,2,1,1,1,1,0,1,0,1,0,0
10490,1.0,1.0,50,63000.0,316,15.06,3,0,4,0,1,1,0,1,0,0,1,1,0,0
13032,1.0,1.0,52,84000.0,1091,23.3,1,10,7,10,0,1,1,1,1,0,0,1,0,0
644,1.0,1.0,54,47000.0,245,16.23,8,0,3,0,0,1,1,1,0,0,1,1,0,0
9110,1.0,1.0,70,92000.0,268,22.52,6,7,7,3,1,1,1,1,0,1,0,1,0,0
5291,1.0,0.0,59,76000.0,590,24.22,4,5,7,5,1,1,0,1,1,0,0,1,0,0
11435,0.0,0.0,51,41000.0,243,1.21,2,10,5,10,1,1,1,1,1,0,0,1,0,0
12312,0.0,0.0,42,62000.0,112,4.73,10,10,7,2,1,1,0,1,0,1,0,0,1,0
6371,0.0,0.0,20,31000.0,166,2.08,9,5,5,5,1,1,1,1,1,0,0,0,1,0
5669,0.0,1.0,77,32000.0,209,0.91,3,0,4,0,1,1,0,1,0,0,1,0,1,0
8842,0.0,1.0,64,73000.0,256,25.25,3,0,4,0,1,1,0,1,0,0,1,0,1,0
17820,1.0,1.0,70,35000.0,242,7.64,9,5,5,5,1,1,1,1,1,0,0,1,0,0
12742,1.0,1.0,39,90000.0,414,25.45,7,10,10,2,1,1,1,1,0,1,0,1,0,0
13962,0.0,0.0,55,54000.0,322,3.39,5,20,10,5,1,1,0,0,0,1,0,1,0,0
18772,1.0,0.0,69,51000.0,835,14.79,10,10,7,2,1,1,0,1,0,1,0,1,0,0
4300,0.0,0.0,64,72000.0,201,3.49,1,10,7,10,0,1,1,1,1,0,0,1,0,0
3366,1.0,1.0,67,57000.0,23,1.51,8,0,3,0,0,1,1,1,0,0,1,0,1,0
13026,0.0,0.0,58,66000.0,1220,4.75,9,5,5,5,1,1,1,1,1,0,0,1,0,0
20908,1.0,1.0,59,71000.0,925,25.54,8,0,3,0,0,1,1,1,0,0,1,1,0,0
12678,0.0,0.0,44,69000.0,127,13.79,5,20,10,5,1,1,0,0,0,1,0,1,0,0
14203,1.0,1.0,50,85000.0,1082,24.24,7,10,10,2,1,1,1,1,0,1,0,0,1,0
20346,1.0,1.0,50,105000.0,269,20.65,8,0,3,0,0,1,1,1,0,0,1,1,0,0
8320,0.0,0.0,28,67000.0,232,1.78,10,10,7,2,1,1,0,1,0,1,0,0,1,0
19388,0.0,0.0,43,38000.0,1241,6.8,9,5,5,5,1,1,1,1,1,0,0,0,1,0
20710,0.0,0.0,30,62000.0,281,0.86,9,5,5,5,1,1,1,1,1,0,0,0,1,0
5500,0.0,0.0,48,42000.0,338,2.95,10,10,7,2,1,1,0,1,0,1,0,0,1,0
687,1.0,1.0,26,52000.0,234,12.76,3,0,4,0,1,1,0,1,0,0,1,1,0,0
13721,0.0,0.0,56,38000.0,159,0.65,7,10,10,2,1,1,1,1,0,1,0,0,1,0
4120,0.0,0.0,78,62000.0,1477,9.93,2,10,5,10,1,1,1,1,1,0,0,0,1,0
15380,0.0,0.0,55,38000.0,234,2.27,1,10,7,10,0,1,1,1,1,0,0,0,1,0
9957,0.0,0.0,71,69000.0,206,17.12,4,5,7,5,1,1,0,1,1,0,0,0,1,0
14946,1.0,0.0,45,50000.0,109,15.75,10,10,7,2,1,1,0,1,0,1,0,0,1,0
1901,0.0,0.0,33,42000.0,216,5.93,10,10,7,2,1,1,0,1,0,1,0,0,1,0
17600,1.0,1.0,49,95000.0,562,29.62,6,7,7,3,1,1,1,1,0,1,0,0,0,1
18646,1.0,1.0,52,50000.0,863,13.44,9,5,5,5,1,1,1,1,1,0,0,1,0,0
370,0.0,0.0,20,32000.0,1079,9.42,5,20,10,5,1,1,0,0,0,1,0,0,1,0
4115,0.0,0.0,36,58000.0,187,4.17,10,10,7,2,1,1,0,1,0,1,0,1,0,0
387,0.0,0.0,43,42000.0,387,5.41,10,10,7,2,1,1,0,1,0,1,0,0,1,0
7949,0.0,0.0,58,97000.0,183,23.85,5,20,10,5,1,1,0,0,0,1,0,1,0,0
2364,0.0,0.0,36,75000.0,834,2.01,10,10,7,2,1,1,0,1,0,1,0,0,1,0
2512,1.0,1.0,92,39000.0,878,8.36,9,5,5,5,1,1,1,1,1,0,0,1,0,0
20668,0.0,0.0,21,36000.0,306,0.78,2,10,5,10,1,1,1,1,1,0,0,1,0,0
13820,1.0,1.0,42,66000.0,1368,25.08,2,10,5,10,1,1,1,1,1,0,0,0,1,0
4904,0.0,0.0,47,51000.0,272,3.48,10,10,7,2,1,1,0,1,0,1,0,0,1,0
2232,0.0,0.0,48,62000.0,964,9.56,2,10,5,10,1,1,1,1,1,0,0,0,1,0
1174,0.0,0.0,33,51000.0,259,3.52,3,0,4,0,1,1,0,1,0,0,1,0,1,0
4322,0.0,0.0,52,47000.0,33,0.55,1,10,7,10,0,1,1,1,1,0,0,0,1,0
17009,0.0,0.0,69,85000.0,22,16.85,2,10,5,10,1,1,1,1,1,0,0,0,1,0
15242,0.0,0.0,52,108000.0,622,34.3,5,20,10,5,1,1,0,0,0,1,0,1,0,0
13185,1.0,1.0,68,108000.0,914,37.99,7,10,10,2,1,1,1,1,0,1,0,1,0,0
1637,0.0,0.0,58,31000.0,948,1.69,10,10,7,2,1,1,0,1,0,1,0,0,1,0
8546,0.0,0.0,22,68000.0,353,1.29,7,10,10,2,1,1,1,1,0,1,0,0,1,0
18204,0.0,0.0,96,103000.0,145,44.27,1,10,7,10,0,1,1,1,1,0,0,1,0,0
8553,0.0,1.0,68,78000.0,577,37.17,6,7,7,3,1,1,1,1,0,1,0,0,1,0
20434,1.0,1.0,49,73000.0,954,26.67,10,10,7,2,1,1,0,1,0,1,0,1,0,0
5990,0.0,0.0,65,65000.0,607,11.49,5,20,10,5,1,1,0,0,0,1,0,1,0,0
15566,0.0,1.0,40,42000.0,879,2.6,3,0,4,0,1,1,0,1,0,0,1,1,0,0
11001,0.0,0.0,83,48000.0,1469,3.36,2,10,5,10,1,1,1,1,1,0,0,0,1,0
4464,0.0,0.0,88,69000.0,316,6.38,1,10,7,10,0,1,1,1,1,0,0,1,0,0
17816,1.0,1.0,45,79000.0,813,22.51,7,10,10,2,1,1,1,1,0,1,0,0,1,0
18529,0.0,0.0,56,58000.0,719,2.17,10,10,7,2,1,1,0,1,0,1,0,1,0,0
15062,1.0,0.0,19,39000.0,760,1.52,3,0,4,0,1,1,0,1,0,0,1,0,1,0
1891,0.0,0.0,38,59000.0,1754,1.23,2,10,5,10,1,1,1,1,1,0,0,1,0,0
7045,0.0,0.0,42,36000.0,224,0.5700000000000001,4,5,7,5,1,1,0,1,1,0,0,0,1,0
8726,1.0,1.0,24,51000.0,79,10.8,8,0,3,0,0,1,1,1,0,0,1,0,1,0
6927,0.0,0.0,22,54000.0,538,4.77,2,10,5,10,1,1,1,1,1,0,0,1,0,0
20251,0.0,0.0,68,115000.0,535,31.13,4,5,7,5,1,1,0,1,1,0,0,1,0,0
17356,0.0,0.0,70,73000.0,13,8.49,6,7,7,3,1,1,1,1,0,1,0,0,1,0
8953,1.0,1.0,66,69000.0,996,22.77,1,10,7,10,0,1,1,1,1,0,0,1,0,0
15955,0.0,0.0,48,40000.0,28,0.05,10,10,7,2,1,1,0,1,0,1,0,0,1,0
5975,0.0,0.0,21,35000.0,85,1.71,7,10,10,2,1,1,1,1,0,1,0,0,1,0
16743,1.0,1.0,55,109000.0,992,26.72,6,7,7,3,1,1,1,1,0,1,0,1,0,0
15738,0.0,0.0,56,52000.0,645,2.76,2,10,5,10,1,1,1,1,1,0,0,0,1,0
8087,0.0,0.0,49,43000.0,38,2.7,4,5,7,5,1,1,0,1,1,0,0,1,0,0
8079,0.0,0.0,29,50000.0,44,2.81,4,5,7,5,1,1,0,1,1,0,0,0,1,0
10251,0.0,0.0,34,35000.0,57,5.75,5,20,10,5,1,1,0,0,0,1,0,0,1,0
14134,1.0,1.0,26,59000.0,719,23.35,9,5,5,5,1,1,1,1,1,0,0,0,1,0
12573,0.0,0.0,63,57000.0,92,4.28,7,10,10,2,1,1,1,1,0,1,0,0,1,0
8006,0.0,0.0,75,77000.0,169,14.09,9,5,5,5,1,1,1,1,1,0,0,1,0,0
15000,1.0,0.0,73,36000.0,25,8.16,6,7,7,3,1,1,1,1,0,1,0,0,1,0
11681,0.0,0.0,35,65000.0,737,3.79,4,5,7,5,1,1,0,1,1,0,0,0,1,0
20265,0.0,0.0,53,72000.0,16,4.17,5,20,10,5,1,1,0,0,0,1,0,0,1,0
3419,1.0,0.0,60,88000.0,227,19.67,6,7,7,3,1,1,1,1,0,1,0,1,0,0
332,0.0,0.0,49,68000.0,351,0.93,5,20,10,5,1,1,0,0,0,1,0,1,0,0
5661,1.0,1.0,27,74000.0,14,4.32,8,0,3,0,0,1,1,1,0,0,1,0,1,0
15178,0.0,1.0,58,50000.0,21,13.97,8,0,3,0,0,1,1,1,0,0,1,1,0,0
6141,0.0,0.0,28,47000.0,24,1.47,5,20,10,5,1,1,0,0,0,1,0,0,1,0
1225,0.0,1.0,68,76000.0,34,20.19,7,10,10,2,1,1,1,1,0,1,0,1,0,0
4355,0.0,0.0,61,33000.0,189,0.94,1,10,7,10,0,1,1,1,1,0,0,0,1,0
8464,0.0,0.0,71,37000.0,339,7.72,4,5,7,5,1,1,0,1,1,0,0,1,0,0
20110,1.0,1.0,42,67000.0,1028,22.84,9,5,5,5,1,1,1,1,1,0,0,0,1,0
18058,1.0,1.0,61,93000.0,762,20.73,8,0,3,0,0,1,1,1,0,0,1,0,1,0
10394,1.0,1.0,40,42000.0,124,0.81,8,0,3,0,0,1,1,1,0,0,1,0,1,0
14491,0.0,0.0,62,96000.0,200,29.43,9,5,5,5,1,1,1,1,1,0,0,0,1,0
3153,0.0,0.0,20,32000.0,256,0.84,1,10,7,10,0,1,1,1,1,0,0,0,1,0
17668,0.0,0.0,59,59000.0,207,10.58,6,7,7,3,1,1,1,1,0,1,0,0,1,0
19660,0.0,0.0,57,37000.0,173,0.71,5,20,10,5,1,1,0,0,0,1,0,1,0,0
8304,1.0,0.0,65,38000.0,393,2.96,3,0,4,0,1,1,0,1,0,0,1,0,1,0
12585,0.0,0.0,58,62000.0,1808,6.38,4,5,7,5,1,1,0,1,1,0,0,0,1,0
2047,0.0,1.0,56,58000.0,962,11.85,4,5,7,5,1,1,0,1,1,0,0,1,0,0
1428,0.0,1.0,54,95000.0,847,29.4,5,20,10,5,1,1,0,0,0,1,0,0,1,0
3631,0.0,0.0,36,44000.0,537,2.18,5,20,10,5,1,1,0,0,0,1,0,0,1,0
8523,0.0,0.0,56,96000.0,20,22.82,7,10,10,2,1,1,1,1,0,1,0,0,1,0
18246,1.0,1.0,56,65000.0,1612,7.83,3,0,4,0,1,1,0,1,0,0,1,0,1,0
6197,1.0,1.0,71,53000.0,363,16.18,7,10,10,2,1,1,1,1,0,1,0,0,1,0
9655,0.0,0.0,40,34000.0,171,5.26,4,5,7,5,1,1,0,1,1,0,0,0,1,0
15297,0.0,0.0,51,42000.0,529,5.11,5,20,10,5,1,1,0,0,0,1,0,0,1,0
9160,1.0,1.0,82,94000.0,733,30.78,3,0,4,0,1,1,0,1,0,0,1,1,0,0
9468,1.0,0.0,57,83000.0,44,22.62,2,10,5,10,1,1,1,1,1,0,0,0,1,0
19317,1.0,1.0,51,116000.0,255,25.44,3,0,4,0,1,1,0,1,0,0,1,1,0,0
20404,0.0,0.0,60,30000.0,323,7.05,4,5,7,5,1,1,0,1,1,0,0,1,0,0
19587,0.0,0.0,64,54000.0,308,7.89,10,10,7,2,1,1,0,1,0,1,0,0,1,0
15901,1.0,0.0,80,105000.0,101,19.35,9,5,5,5,1,1,1,1,1,0,0,1,0,0
20060,0.0,0.0,86,82000.0,223,17.69,10,10,7,2,1,1,0,1,0,1,0,1,0,0
2055,0.0,0.0,56,49000.0,917,2.07,5,20,10,5,1,1,0,0,0,1,0,0,1,0
11378,1.0,1.0,44,62000.0,964,20.03,8,0,3,0,0,1,1,1,0,0,1,0,1,0
10946,1.0,1.0,50,39000.0,373,11.4,3,0,4,0,1,1,0,1,0,0,1,0,1,0
1359,1.0,1.0,64,60000.0,828,10.37,6,7,7,3,1,1,1,1,0,1,0,0,1,0
15152,1.0,0.0,56,63000.0,1120,17.75,2,10,5,10,1,1,1,1,1,0,0,0,1,0
8016,0.0,1.0,66,46000.0,96,11.46,2,10,5,10,1,1,1,1,1,0,0,0,1,0
15780,1.0,1.0,62,85000.0,183,19.17,8,0,3,0,0,1,1,1,0,0,1,0,1,0
3403,1.0,1.0,32,68000.0,501,26.47,1,10,7,10,0,1,1,1,1,0,0,1,0,0
2713,0.0,1.0,75,81000.0,303,36.26,7,10,10,2,1,1,1,1,0,1,0,1,0,0
8119,0.0,0.0,72,106000.0,245,23.52,10,10,7,2,1,1,0,1,0,1,0,1,0,0
3674,0.0,0.0,37,59000.0,237,2.83,9,5,5,5,1,1,1,1,1,0,0,1,0,0
2036,1.0,1.0,29,37000.0,344,12.03,8,0,3,0,0,1,1,1,0,0,1,1,0,0
11230,1.0,1.0,65,51000.0,853,14.51,6,7,7,3,1,1,1,1,0,1,0,1,0,0
7772,0.0,1.0,70,51000.0,684,12.56,4,5,7,5,1,1,0,1,1,0,0,1,0,0
201,0.0,0.0,22,63000.0,89,5.11,9,5,5,5,1,1,1,1,1,0,0,0,1,0
10848,0.0,0.0,73,68000.0,208,3.07,9,5,5,5,1,1,1,1,1,0,0,0,1,0
2372,0.0,0.0,50,42000.0,307,4.63,2,10,5,10,1,1,1,1,1,0,0,0,1,0
12801,0.0,0.0,60,43000.0,1205,1.56,9,5,5,5,1,1,1,1,1,0,0,0,1,0
6915,1.0,0.0,68,76000.0,2,24.98,7,10,10,2,1,1,1,1,0,1,0,1,0,0
4754,0.0,1.0,86,80000.0,308,27.2,10,10,7,2,1,1,0,1,0,1,0,0,1,0
10032,0.0,0.0,67,51000.0,31,14.95,2,10,5,10,1,1,1,1,1,0,0,0,1,0
15080,1.0,1.0,47,57000.0,1038,11.85,6,7,7,3,1,1,1,1,0,1,0,1,0,0
13492,0.0,0.0,40,46000.0,473,1.39,1,10,7,10,0,1,1,1,1,0,0,0,1,0
2151,0.0,0.0,31,73000.0,125,1.11,10,10,7,2,1,1,0,1,0,1,0,0,1,0
15090,1.0,1.0,55,75000.0,151,15.29,8,0,3,0,0,1,1,1,0,0,1,1,0,0
14438,0.0,0.0,64,62000.0,6,0.25,7,10,10,2,1,1,1,1,0,1,0,1,0,0
15205,0.0,0.0,26,68000.0,1401,1.69,2,10,5,10,1,1,1,1,1,0,0,0,1,0
3774,0.0,0.0,51,53000.0,206,20.78,5,20,10,5,1,1,0,0,0,1,0,0,1,0
134,0.0,0.0,83,46000.0,180,3.75,9,5,5,5,1,1,1,1,1,0,0,0,1,0
5424,1.0,1.0,41,72000.0,934,12.66,2,10,5,10,1,1,1,1,1,0,0,1,0,0
1296,1.0,1.0,20,62000.0,579,20.76,4,5,7,5,1,1,0,1,1,0,0,1,0,0
8065,0.0,1.0,69,71000.0,571,35.41,6,7,7,3,1,1,1,1,0,1,0,0,1,0
20187,0.0,0.0,33,72000.0,808,2.39,2,10,5,10,1,1,1,1,1,0,0,0,1,0
17318,0.0,0.0,81,39000.0,235,3.43,4,5,7,5,1,1,0,1,1,0,0,0,1,0
17528,1.0,0.0,41,35000.0,160,11.88,4,5,7,5,1,1,0,1,1,0,0,1,0,0
15996,0.0,0.0,58,40000.0,95,2.93,10,10,7,2,1,1,0,1,0,1,0,0,1,0
20596,0.0,0.0,73,33000.0,275,1.42,5,20,10,5,1,1,0,0,0,1,0,0,1,0
2098,0.0,0.0,40,69000.0,341,1.69,4,5,7,5,1,1,0,1,1,0,0,1,0,0
9890,1.0,1.0,44,75000.0,524,18.89,1,10,7,10,0,1,1,1,1,0,0,0,1,0
6565,0.0,1.0,68,84000.0,284,19.25,7,10,10,2,1,1,1,1,0,1,0,1,0,0
20829,1.0,1.0,61,114000.0,245,30.22,3,0,4,0,1,1,0,1,0,0,1,1,0,0
17265,0.0,0.0,41,57000.0,127,2.44,1,10,7,10,0,1,1,1,1,0,0,1,0,0
10602,0.0,0.0,27,33000.0,317,5.19,5,20,10,5,1,1,0,0,0,1,0,0,1,0
3064,0.0,0.0,73,52000.0,380,0.77,5,20,10,5,1,1,0,0,0,1,0,1,0,0
10361,0.0,1.0,57,116000.0,980,29.14,1,10,7,10,0,1,1,1,1,0,0,1,0,0
4959,0.0,1.0,40,61000.0,690,23.71,9,5,5,5,1,1,1,1,1,0,0,1,0,0
3267,0.0,0.0,39,32000.0,1240,1.05,4,5,7,5,1,1,0,1,1,0,0,0,1,0
8035,1.0,1.0,45,96000.0,470,24.54,5,20,10,5,1,1,0,0,0,1,0,0,1,0
6992,1.0,0.0,46,33000.0,306,10.75,4,5,7,5,1,1,0,1,1,0,0,1,0,0
18336,0.0,0.0,70,58000.0,199,11.88,5,20,10,5,1,1,0,0,0,1,0,1,0,0
19071,0.0,0.0,27,60000.0,174,0.74,10,10,7,2,1,1,0,1,0,1,0,0,1,0
2238,0.0,0.0,57,73000.0,150,9.82,5,20,10,5,1,1,0,0,0,1,0,1,0,0
8770,0.0,1.0,49,89000.0,870,29.05,10,10,7,2,1,1,0,1,0,1,0,0,1,0
15728,1.0,1.0,18,43000.0,212,2.72,8,0,3,0,0,1,1,1,0,0,1,0,1,0
4383,1.0,1.0,91,71000.0,980,17.5,1,10,7,10,0,1,1,1,1,0,0,1,0,0
13940,1.0,0.0,49,74000.0,357,14.62,2,10,5,10,1,1,1,1,1,0,0,0,1,0
5131,0.0,0.0,30,39000.0,675,1.36,1,10,7,10,0,1,1,1,1,0,0,0,1,0
6544,0.0,0.0,29,53000.0,77,3.24,2,10,5,10,1,1,1,1,1,0,0,0,1,0
11590,1.0,1.0,51,84000.0,584,27.04,6,7,7,3,1,1,1,1,0,1,0,1,0,0
9725,0.0,1.0,67,73000.0,985,15.5,3,0,4,0,1,1,0,1,0,0,1,0,1,0
4207,0.0,0.0,54,67000.0,37,6.21,2,10,5,10,1,1,1,1,1,0,0,0,1,0
11315,0.0,0.0,70,56000.0,37,5.47,4,5,7,5,1,1,0,1,1,0,0,0,1,0
19000,0.0,0.0,56,50000.0,553,0.15,5,20,10,5,1,1,0,0,0,1,0,0,1,0
15196,0.0,1.0,94,85000.0,487,22.35,3,0,4,0,1,1,0,1,0,0,1,1,0,0
14493,1.0,1.0,41,80000.0,91,21.44,8,0,3,0,0,1,1,1,0,0,1,0,1,0
6313,0.0,0.0,48,72000.0,249,17.83,5,20,10,5,1,1,0,0,0,1,0,1,0,0
2780,0.0,0.0,93,78000.0,644,10.22,5,20,10,5,1,1,0,0,0,1,0,1,0,0
3913,0.0,0.0,68,71000.0,267,0.5,4,5,7,5,1,1,0,1,1,0,0,1,0,0
6375,1.0,1.0,21,46000.0,308,14.46,6,7,7,3,1,1,1,1,0,1,0,0,1,0
14917,0.0,0.0,20,42000.0,106,0.49,3,0,4,0,1,1,0,1,0,0,1,0,1,0
9994,0.0,0.0,54,86000.0,364,17.66,10,10,7,2,1,1,0,1,0,1,0,0,1,0
14526,0.0,0.0,32,74000.0,15,1.95,10,10,7,2,1,1,0,1,0,1,0,0,1,0
16333,0.0,0.0,87,58000.0,47,4.21,1,10,7,10,0,1,1,1,1,0,0,1,0,0
5231,0.0,0.0,19,61000.0,233,1.95,10,10,7,2,1,1,0,1,0,1,0,1,0,0
9366,0.0,1.0,51,72000.0,1072,17.12,10,10,7,2,1,1,0,1,0,1,0,0,1,0
7616,1.0,0.0,65,105000.0,92,15.39,1,10,7,10,0,1,1,1,1,0,0,0,1,0
11450,0.0,1.0,72,75000.0,363,34.22,3,0,4,0,1,1,0,1,0,0,1,1,0,0
18754,1.0,1.0,63,52000.0,257,21.85,6,7,7,3,1,1,1,1,0,1,0,0,1,0
12918,1.0,1.0,67,111000.0,957,28.66,2,10,5,10,1,1,1,1,1,0,0,1,0,0
12344,0.0,0.0,61,60000.0,323,3.35,4,5,7,5,1,1,0,1,1,0,0,1,0,0
12325,0.0,0.0,38,70000.0,193,1.29,1,10,7,10,0,1,1,1,1,0,0,0,1,0
444,0.0,0.0,64,95000.0,291,34.03,5,20,10,5,1,1,0,0,0,1,0,1,0,0
20004,0.0,0.0,28,39000.0,146,5.05,3,0,4,0,1,1,0,1,0,0,1,0,1,0
11699,0.0,0.0,56,111000.0,279,33.79,5,20,10,5,1,1,0,0,0,1,0,0,1,0
20675,0.0,0.0,60,37000.0,82,1.49,4,5,7,5,1,1,0,1,1,0,0,0,1,0
7910,1.0,1.0,51,75000.0,637,25.71,6,7,7,3,1,1,1,1,0,1,0,1,0,0
1662,0.0,0.0,67,82000.0,586,22.29,5,20,10,5,1,1,0,0,0,1,0,0,1,0
2739,0.0,0.0,32,56000.0,295,5.21,2,10,5,10,1,1,1,1,1,0,0,0,1,0
18709,0.0,1.0,33,72000.0,314,15.51,7,10,10,2,1,1,1,1,0,1,0,1,0,0
5623,0.0,0.0,69,114000.0,685,23.17,5,20,10,5,1,1,0,0,0,1,0,1,0,0
12466,1.0,1.0,58,54000.0,253,12.79,3,0,4,0,1,1,0,1,0,0,1,1,0,0
8373,0.0,0.0,25,62000.0,1808,2.0,1,10,7,10,0,1,1,1,1,0,0,0,1,0
11002,0.0,0.0,39,33000.0,1714,1.82,10,10,7,2,1,1,0,1,0,1,0,0,1,0
19409,0.0,0.0,26,48000.0,454,8.86,5,20,10,5,1,1,0,0,0,1,0,0,1,0
542,0.0,0.0,28,49000.0,106,5.02,10,10,7,2,1,1,0,1,0,1,0,1,0,0
15041,1.0,1.0,90,104000.0,650,22.95,8,0,3,0,0,1,1,1,0,0,1,1,0,0
7841,0.0,0.0,48,79000.0,119,31.58,2,10,5,10,1,1,1,1,1,0,0,0,1,0
7580,0.0,0.0,57,76000.0,127,19.79,5,20,10,5,1,1,0,0,0,1,0,0,1,0
16045,0.0,0.0,69,54000.0,55,1.03,4,5,7,5,1,1,0,1,1,0,0,0,1,0
17003,1.0,0.0,67,68000.0,182,21.86,7,10,10,2,1,1,1,1,0,1,0,1,0,0
4467,0.0,0.0,64,67000.0,1100,0.46,2,10,5,10,1,1,1,1,1,0,0,0,1,0
3244,0.0,0.0,47,58000.0,353,3.79,6,7,7,3,1,1,1,1,0,1,0,0,1,0
5531,0.0,0.0,59,33000.0,733,3.6,4,5,7,5,1,1,0,1,1,0,0,0,1,0
15957,0.0,0.0,24,53000.0,169,2.3,5,20,10,5,1,1,0,0,0,1,0,0,1,0
10229,0.0,0.0,63,65000.0,231,3.49,5,20,10,5,1,1,0,0,0,1,0,0,1,0
18315,1.0,1.0,59,33000.0,62,4.23,8,0,3,0,0,1,1,1,0,0,1,1,0,0
5631,0.0,0.0,54,48000.0,1176,9.29,10,10,7,2,1,1,0,1,0,1,0,1,0,0
1622,0.0,0.0,61,71000.0,231,35.5,4,5,7,5,1,1,0,1,1,0,0,0,1,0
14051,1.0,1.0,29,74000.0,216,11.74,2,10,5,10,1,1,1,1,1,0,0,1,0,0
13466,0.0,0.0,59,88000.0,349,20.37,4,5,7,5,1,1,0,1,1,0,0,0,1,0
18892,0.0,0.0,32,36000.0,1597,4.03,6,7,7,3,1,1,1,1,0,1,0,1,0,0
17442,0.0,0.0,71,34000.0,276,5.21,4,5,7,5,1,1,0,1,1,0,0,0,1,0
